N,P,K,temperature,humidity,ph,rainfall,label
82,20,54,29,90,7,21,muskmelon
98,22,47,29,92,6,29,muskmelon
117,25,54,29,93,6,29,muskmelon
83,15,49,29,91,6,23,muskmelon
120,16,51,28,92,7,23,muskmelon
111,5,50,28,92,6,25,muskmelon
85,21,47,30,91,6,25,muskmelon
90,23,54,29,90,6,27,muskmelon
99,29,55,29,91,7,26,muskmelon
102,11,47,28,93,7,27,muskmelon
80,18,51,28,92,7,21,muskmelon
87,21,52,27,94,6,27,muskmelon
114,8,52,29,95,6,28,muskmelon
99,6,46,29,94,6,29,muskmelon
89,25,50,27,91,6,25,muskmelon
96,13,55,30,95,7,21,muskmelon
82,26,47,29,93,7,24,muskmelon
106,21,52,29,95,6,23,muskmelon
90,15,52,27,91,6,24,muskmelon
106,16,54,29,92,7,25,muskmelon
24,128,196,23,91,6,110,apple
7,144,197,24,94,6,114,apple
14,128,205,23,95,6,116,apple
8,120,201,21,91,6,122,apple
20,129,201,23,92,6,116,apple
32,137,204,23,93,6,118,apple
27,139,205,22,93,6,106,apple
0,123,205,22,93,6,121,apple
22,144,196,22,92,7,117,apple
1,124,199,24,93,6,113,apple
30,122,197,21,93,6,106,apple
29,121,196,23,94,6,124,apple
13,126,204,23,93,6,108,apple
9,139,199,23,95,6,105,apple
0,133,200,24,90,6,104,apple
30,143,199,24,91,6,102,apple
36,140,198,23,91,6,104,apple
37,137,199,23,90,6,108,apple
33,121,203,22,95,6,115,apple
7,144,195,23,94,6,105,apple
35,128,205,21,94,6,108,apple
29,128,198,22,93,6,122,apple
2,143,196,23,90,6,110,apple
34,140,198,22,93,6,115,apple
29,144,204,22,92,6,119,apple
32,141,203,21,93,6,109,apple
13,144,197,23,95,6,106,apple
25,143,198,23,92,6,108,apple
9,137,200,21,91,6,103,apple
6,144,198,21,90,6,105,apple
37,126,196,24,91,6,107,apple
2,120,203,23,95,6,109,apple
11,143,197,23,93,6,122,apple
10,141,201,22,91,6,105,apple
24,142,202,23,91,6,102,apple
23,138,195,22,92,6,124,apple
18,125,204,22,94,6,117,apple
13,121,196,22,94,6,120,apple
26,122,202,22,95,6,107,apple
28,123,202,23,92,6,120,apple
26,121,201,22,90,6,112,apple
21,137,196,24,92,6,124,apple
21,135,198,24,95,6,105,apple
5,144,205,21,93,6,103,apple
2,123,205,22,91,6,125,apple
15,133,199,24,92,6,118,apple
31,130,198,22,93,6,120,apple
25,143,200,24,93,6,101,apple
16,143,204,24,92,6,122,apple
19,122,202,23,90,6,113,apple
10,125,196,22,90,6,113,apple
20,139,202,24,92,6,108,apple
28,123,198,23,91,6,112,apple
28,136,200,23,92,6,115,apple
2,131,199,22,91,6,124,apple
2,140,197,23,93,6,105,apple
27,138,201,24,94,6,105,apple
30,127,204,23,92,6,101,apple
32,145,203,24,91,6,110,apple
29,139,205,24,94,6,117,apple
26,126,195,21,93,6,118,apple
40,136,202,23,95,6,118,apple
6,124,200,23,94,6,110,apple
35,138,200,21,91,6,104,apple
17,136,196,24,91,6,103,apple
33,134,205,21,94,6,115,apple
16,143,197,23,94,6,117,apple
27,120,200,21,91,6,117,apple
29,145,205,23,92,6,109,apple
3,141,197,22,91,6,115,apple
15,123,204,23,93,6,115,apple
5,136,195,22,92,6,108,apple
10,136,204,21,92,6,106,apple
7,141,195,24,93,6,105,apple
2,129,201,23,94,6,122,apple
29,138,197,22,92,6,122,apple
30,137,200,23,91,6,119,apple
29,132,204,23,90,6,108,apple
14,139,197,22,93,6,122,apple
18,125,203,22,92,6,103,apple
33,143,204,21,92,6,123,apple
40,144,196,23,92,6,107,apple
9,143,197,24,93,6,118,apple
38,135,203,24,94,6,101,apple
28,130,196,22,95,6,113,apple
35,142,203,21,90,6,124,apple
12,129,205,22,91,6,119,apple
1,135,203,23,93,6,114,apple
0,145,205,21,90,6,114,apple
31,121,201,23,90,6,111,apple
35,131,203,22,94,6,103,apple
29,140,195,24,91,6,117,apple
33,138,198,22,91,6,123,apple
14,140,197,23,91,6,113,apple
35,145,195,22,95,6,111,apple
40,120,197,24,92,6,120,apple
25,132,198,22,91,6,100,apple
31,137,196,22,94,6,121,apple
36,144,196,24,95,7,115,apple
10,140,197,22,90,6,124,apple
22,30,12,16,93,6,119,orange
37,6,13,26,92,8,101,orange
27,13,6,13,91,7,111,orange
7,16,9,19,92,8,115,orange
20,7,9,29,92,7,111,orange
26,27,10,28,93,6,114,orange
5,23,15,26,92,7,113,orange
0,18,14,30,92,7,114,orange
39,24,14,31,91,7,106,orange
13,23,6,24,90,7,103,orange
21,17,15,24,92,7,118,orange
33,12,8,25,90,7,117,orange
6,9,12,31,90,7,110,orange
19,7,10,15,91,6,100,orange
24,18,6,27,94,6,116,orange
9,11,8,25,94,7,112,orange
31,8,7,35,94,7,104,orange
22,17,5,24,91,7,103,orange
13,5,8,24,90,7,104,orange
16,8,9,25,91,8,111,orange
4,13,6,16,94,8,101,orange
0,25,14,19,92,6,116,orange
8,7,10,28,92,7,105,orange
4,23,5,23,93,7,110,orange
33,14,8,21,93,8,111,orange
30,7,15,33,91,8,116,orange
21,29,12,22,92,6,117,orange
11,14,5,12,95,7,116,orange
9,8,15,14,94,8,110,orange
5,18,14,33,93,7,119,orange
29,25,14,30,90,8,113,orange
33,12,15,30,92,6,117,orange
8,16,6,12,90,7,108,orange
15,14,8,10,90,6,119,orange
16,7,8,23,91,6,117,orange
0,12,7,20,91,7,117,orange
5,25,6,31,94,6,107,orange
6,8,11,24,92,7,120,orange
10,5,5,21,91,8,113,orange
1,17,6,11,91,7,118,orange
1,30,10,12,91,7,104,orange
0,23,15,23,93,8,110,orange
24,27,9,19,93,6,119,orange
36,11,13,17,93,7,113,orange
40,21,8,35,93,7,102,orange
40,22,6,25,92,6,116,orange
32,18,13,14,92,6,108,orange
9,10,10,22,94,6,102,orange
13,16,8,35,93,7,100,orange
15,9,11,12,94,8,109,orange
29,11,5,23,92,8,104,orange
1,15,9,30,95,8,115,orange
18,5,11,21,91,6,102,orange
14,22,9,17,91,7,113,orange
33,15,7,16,92,8,110,orange
4,6,7,23,91,7,113,orange
17,16,14,16,92,7,103,orange
12,20,10,24,93,7,109,orange
34,29,8,32,91,6,105,orange
39,28,10,31,91,7,109,orange
31,25,12,18,90,7,112,orange
12,6,8,31,93,6,107,orange
12,29,13,22,92,8,118,orange
26,11,11,14,91,8,106,orange
19,24,15,20,94,7,112,orange
39,21,9,13,94,6,106,orange
16,29,13,32,94,6,118,orange
36,29,13,21,91,8,110,orange
37,23,12,32,91,6,113,orange
39,9,15,25,92,8,117,orange
31,5,14,18,92,7,111,orange
18,12,8,13,92,6,119,orange
20,20,10,12,94,7,106,orange
5,8,5,11,92,7,113,orange
20,8,12,25,95,7,118,orange
25,21,11,32,90,6,105,orange
14,19,14,18,94,7,108,orange
37,18,12,10,90,7,107,orange
26,15,6,17,95,7,108,orange
13,22,5,20,91,8,100,orange
32,25,9,10,94,8,101,orange
19,7,9,27,92,7,101,orange
28,7,9,35,92,7,116,orange
24,30,11,32,95,7,113,orange
7,17,10,10,91,6,106,orange
18,23,8,21,93,6,101,orange
7,20,12,17,95,6,110,orange
20,23,11,32,90,6,110,orange
18,14,11,28,90,7,117,orange
34,11,10,32,95,7,115,orange
20,29,10,29,93,7,101,orange
37,24,13,19,91,8,108,orange
12,8,10,16,91,8,107,orange
34,10,14,34,92,7,117,orange
6,13,9,35,91,8,118,orange
27,30,5,33,91,8,113,orange
13,8,12,25,93,7,114,orange
6,7,7,28,94,7,114,orange
40,17,15,21,91,8,107,orange
31,26,9,12,93,8,103,orange
61,68,50,35,92,7,243,papaya
58,46,45,42,91,7,88,papaya
45,47,55,38,91,7,119,papaya
39,65,53,35,92,7,236,papaya
31,68,45,43,90,7,196,papaya
70,68,45,34,93,7,203,papaya
68,62,50,33,93,7,198,papaya
34,65,47,23,94,7,192,papaya
38,68,54,29,91,7,202,papaya
69,64,47,40,95,7,187,papaya
58,51,47,42,92,7,197,papaya
59,47,53,33,91,7,47,papaya
44,64,54,30,91,7,233,papaya
56,57,48,32,93,7,64,papaya
69,60,54,36,93,7,141,papaya
56,58,49,37,95,7,172,papaya
49,55,53,38,94,7,78,papaya
38,51,52,33,91,7,79,papaya
54,65,47,28,92,7,150,papaya
57,57,51,39,91,7,106,papaya
39,52,53,33,95,7,51,papaya
58,67,45,39,92,7,63,papaya
61,64,52,43,93,7,111,papaya
34,62,55,28,91,7,239,papaya
31,48,45,41,93,7,133,papaya
47,46,52,23,91,7,206,papaya
32,68,52,33,93,7,249,papaya
36,59,46,34,94,7,127,papaya
61,51,51,39,94,7,121,papaya
70,54,46,40,91,7,123,papaya
44,56,49,39,91,7,64,papaya
34,68,51,27,94,7,40,papaya
50,59,47,41,92,7,210,papaya
39,70,52,26,91,7,59,papaya
34,61,49,28,93,7,118,papaya
44,60,55,34,91,7,99,papaya
31,62,52,34,93,7,182,papaya
65,62,51,32,91,7,207,papaya
44,57,53,42,91,7,75,papaya
50,47,48,25,91,7,218,papaya
43,50,48,28,91,7,179,papaya
60,46,53,24,93,7,183,papaya
70,68,55,43,95,7,79,papaya
59,62,52,44,93,7,104,papaya
60,58,51,42,93,7,166,papaya
42,60,47,33,92,7,137,papaya
35,66,47,32,92,7,49,papaya
34,65,48,41,90,7,199,papaya
36,54,46,43,95,7,214,papaya
39,64,52,29,95,7,64,papaya
37,52,47,43,94,7,212,papaya
33,47,46,29,94,7,209,papaya
34,48,48,41,91,7,182,papaya
49,54,50,26,93,7,97,papaya
40,65,49,35,91,7,164,papaya
68,52,49,24,92,7,63,papaya
50,46,52,31,90,7,54,papaya
65,63,50,32,91,7,79,papaya
40,49,47,43,91,7,246,papaya
42,53,48,23,94,7,232,papaya
49,55,51,25,94,7,135,papaya
59,62,49,43,93,7,115,papaya
63,58,47,27,91,7,145,papaya
70,65,52,30,93,7,76,papaya
63,50,52,29,93,7,116,papaya
40,64,47,33,93,7,72,papaya
63,58,50,43,95,7,42,papaya
45,58,49,30,90,7,75,papaya
66,69,47,24,94,7,88,papaya
54,67,52,36,93,7,141,papaya
69,67,52,28,94,7,83,papaya
67,68,49,35,92,7,150,papaya
45,57,47,23,91,7,162,papaya
56,50,52,33,92,7,88,papaya
70,50,53,37,90,7,172,papaya
44,47,45,39,95,7,218,papaya
50,60,47,33,93,7,94,papaya
52,51,53,38,93,7,210,papaya
35,68,45,43,90,7,235,papaya
68,69,52,26,93,7,53,papaya
32,55,52,38,92,7,160,papaya
32,55,51,30,93,7,63,papaya
48,62,47,25,93,7,174,papaya
39,69,53,26,93,7,242,papaya
49,61,45,33,95,7,240,papaya
48,57,54,29,90,7,127,papaya
69,66,49,40,90,7,92,papaya
53,55,55,33,91,7,235,papaya
38,61,52,31,95,7,46,papaya
57,64,55,27,93,7,63,papaya
51,57,55,25,90,7,108,papaya
56,65,45,38,94,7,218,papaya
54,66,52,37,94,7,104,papaya
58,55,47,26,94,7,241,papaya
68,70,54,31,93,7,55,papaya
42,59,55,40,94,7,149,papaya
43,64,47,39,92,7,102,papaya
35,67,49,41,91,7,240,papaya
56,59,55,37,92,7,189,papaya
39,64,53,23,91,7,208,papaya
18,30,29,27,93,6,225,coconut
37,23,28,26,94,6,224,coconut
13,28,33,28,96,6,151,coconut
2,21,35,25,92,6,180,coconut
10,18,35,28,100,6,182,coconut
7,11,32,29,95,6,185,coconut
39,5,31,27,94,6,151,coconut
34,6,27,26,91,6,148,coconut
31,30,29,27,91,6,179,coconut
25,7,35,28,99,6,190,coconut
16,18,26,28,92,6,146,coconut
26,10,33,28,97,6,199,coconut
27,8,32,27,96,6,144,coconut
37,18,30,28,99,6,158,coconut
19,15,34,26,100,6,216,coconut
0,19,33,27,95,6,205,coconut
31,20,26,26,98,6,200,coconut
9,17,32,26,93,6,172,coconut
22,11,29,28,95,6,218,coconut
31,6,26,29,91,6,157,coconut
34,6,30,27,97,6,172,coconut
24,6,32,28,90,6,172,coconut
1,8,26,28,94,6,157,coconut
31,13,33,28,95,6,206,coconut
10,9,28,29,94,6,150,coconut
36,27,26,27,96,6,172,coconut
38,24,33,28,97,6,143,coconut
11,6,25,29,97,6,179,coconut
16,14,30,30,96,6,210,coconut
33,14,35,27,97,6,149,coconut
16,6,29,29,92,6,132,coconut
32,11,31,25,93,6,135,coconut
38,14,30,27,91,6,195,coconut
8,6,33,28,94,6,172,coconut
23,6,33,29,93,6,205,coconut
29,25,35,28,92,6,161,coconut
24,14,33,29,93,6,219,coconut
32,12,30,25,98,6,218,coconut
30,25,31,26,99,6,208,coconut
14,21,35,30,92,6,194,coconut
27,22,29,29,92,6,145,coconut
40,5,29,28,98,6,160,coconut
17,11,32,29,93,6,157,coconut
30,30,35,25,96,6,166,coconut
28,10,30,30,91,6,193,coconut
39,7,29,28,95,6,150,coconut
32,20,35,27,98,6,145,coconut
7,15,32,25,96,6,175,coconut
29,17,29,29,96,6,211,coconut
34,15,34,27,91,6,225,coconut
14,23,25,26,97,6,135,coconut
18,19,29,28,92,6,163,coconut
7,21,35,26,95,6,131,coconut
24,27,34,29,95,6,145,coconut
39,29,29,27,94,6,200,coconut
29,8,28,27,92,6,214,coconut
10,24,27,28,95,6,146,coconut
0,29,32,28,98,6,172,coconut
32,11,31,30,93,6,131,coconut
37,10,32,29,95,6,223,coconut
20,29,27,25,92,6,158,coconut
31,29,35,27,92,6,141,coconut
17,30,27,29,91,6,206,coconut
1,12,30,28,96,6,131,coconut
6,13,29,27,100,6,202,coconut
15,28,32,29,100,6,224,coconut
27,24,29,27,97,6,191,coconut
3,23,30,30,96,6,215,coconut
8,26,26,26,92,6,213,coconut
20,28,26,26,92,6,167,coconut
26,18,27,27,93,6,142,coconut
1,6,35,27,96,6,147,coconut
27,30,31,29,91,6,149,coconut
23,7,34,26,92,6,134,coconut
0,26,31,25,95,6,193,coconut
38,6,25,26,97,6,191,coconut
25,12,26,29,96,6,135,coconut
40,5,32,26,97,6,144,coconut
0,19,31,26,94,6,179,coconut
26,9,32,26,95,6,144,coconut
35,30,34,28,95,6,182,coconut
19,30,30,30,91,6,225,coconut
31,13,33,30,95,6,148,coconut
17,29,26,26,93,6,195,coconut
2,30,30,26,95,6,210,coconut
30,13,25,27,91,6,165,coconut
8,15,33,29,98,6,214,coconut
18,12,35,26,96,6,131,coconut
8,28,30,26,94,6,135,coconut
40,22,29,28,100,6,175,coconut
27,10,33,28,97,6,154,coconut
21,20,31,26,100,6,166,coconut
3,9,35,27,100,6,226,coconut
22,16,27,29,90,6,189,coconut
27,8,30,26,98,6,221,coconut
22,8,33,28,96,6,204,coconut
28,27,32,29,93,6,192,coconut
23,21,26,26,93,6,149,coconut
37,5,34,26,94,6,152,coconut
19,26,29,27,99,6,167,coconut
133,47,24,24,79,7,91,cotton
136,36,20,23,85,7,71,cotton
104,47,18,24,77,8,91,cotton
133,47,23,25,76,7,90,cotton
126,38,23,25,84,6,88,cotton
126,50,19,25,82,7,79,cotton
113,41,20,25,81,7,96,cotton
121,45,22,22,81,6,64,cotton
121,47,16,24,79,8,73,cotton
129,60,22,25,79,6,72,cotton
107,45,25,23,84,7,72,cotton
122,59,18,24,84,6,80,cotton
140,38,15,24,76,6,70,cotton
102,49,21,25,85,6,90,cotton
111,40,25,24,84,6,91,cotton
131,35,18,24,82,7,64,cotton
135,43,16,23,82,7,87,cotton
100,46,18,24,76,6,69,cotton
123,39,24,25,78,7,86,cotton
117,56,15,26,77,7,89,cotton
121,36,24,24,82,7,99,cotton
101,58,18,26,81,7,79,cotton
107,42,24,22,85,6,86,cotton
100,41,22,22,85,7,93,cotton
125,39,21,25,82,8,95,cotton
105,60,23,24,77,6,88,cotton
102,46,19,23,83,7,82,cotton
131,49,22,26,80,7,67,cotton
139,35,15,25,83,6,87,cotton
108,36,19,23,78,7,65,cotton
118,45,23,23,77,8,72,cotton
107,51,22,25,78,6,80,cotton
125,60,17,24,85,7,80,cotton
113,37,20,25,79,7,97,cotton
131,52,16,24,84,6,89,cotton
115,48,16,26,84,7,89,cotton
113,38,25,22,79,7,90,cotton
111,41,18,24,78,6,81,cotton
111,53,19,24,78,6,85,cotton
122,48,16,25,76,6,62,cotton
108,46,17,24,85,7,65,cotton
132,41,22,24,81,8,90,cotton
103,42,17,24,85,7,81,cotton
133,50,25,26,81,8,100,cotton
127,37,18,25,76,7,92,cotton
110,39,25,23,77,7,75,cotton
131,38,19,24,76,7,90,cotton
108,38,24,23,76,7,79,cotton
122,40,17,25,81,7,80,cotton
111,50,15,25,80,8,85,cotton
140,40,17,23,77,6,78,cotton
100,40,20,22,76,7,87,cotton
123,50,16,23,76,7,71,cotton
107,36,21,25,76,6,63,cotton
118,50,19,23,82,6,66,cotton
103,51,20,23,84,7,92,cotton
133,57,19,24,76,8,84,cotton
129,47,20,24,81,6,99,cotton
116,52,19,23,75,6,67,cotton
114,40,23,26,81,7,95,cotton
131,60,17,25,82,7,83,cotton
107,43,18,22,82,7,66,cotton
123,44,21,26,75,8,91,cotton
112,49,25,26,78,6,66,cotton
119,44,15,22,83,7,61,cotton
130,59,19,25,83,7,94,cotton
127,53,24,22,76,6,70,cotton
134,52,18,24,77,8,76,cotton
109,36,18,25,77,8,63,cotton
100,48,17,24,83,8,66,cotton
132,52,19,24,77,6,62,cotton
102,37,25,25,78,6,73,cotton
111,39,22,23,80,6,89,cotton
117,51,15,23,79,6,100,cotton
136,36,24,23,80,8,90,cotton
134,56,18,24,84,7,71,cotton
112,54,15,25,82,6,77,cotton
105,56,15,26,82,7,74,cotton
140,45,15,26,80,6,99,cotton
126,46,25,24,82,7,61,cotton
106,49,24,23,76,7,91,cotton
121,53,19,24,77,8,80,cotton
108,60,17,23,77,7,98,cotton
116,56,17,25,78,8,85,cotton
100,52,19,23,82,8,94,cotton
129,43,16,26,78,7,79,cotton
118,44,23,22,83,7,67,cotton
117,43,25,25,79,8,69,cotton
126,37,21,26,84,7,77,cotton
120,48,16,22,75,7,72,cotton
102,45,16,24,78,7,75,cotton
131,56,20,22,82,8,92,cotton
114,40,17,24,80,6,69,cotton
101,37,18,23,83,8,93,cotton
106,46,20,23,79,6,81,cotton
113,38,20,22,79,6,75,cotton
102,53,21,23,76,7,92,cotton
110,39,18,25,75,8,64,cotton
107,58,15,24,76,8,77,cotton
120,60,15,22,84,7,65,cotton
89,47,38,26,72,6,152,jute
60,37,39,27,83,6,161,jute
63,41,45,25,87,7,197,jute
86,40,39,26,88,6,176,jute
96,41,40,24,72,6,190,jute
100,35,36,25,72,6,191,jute
63,37,43,23,85,7,186,jute
70,43,40,24,89,6,169,jute
67,55,44,26,75,7,182,jute
74,40,40,25,83,6,169,jute
89,53,44,25,72,7,150,jute
74,46,45,26,88,6,189,jute
89,41,38,23,75,6,200,jute
60,55,40,25,89,7,151,jute
67,43,38,25,71,7,196,jute
70,38,35,24,79,7,164,jute
74,49,38,23,71,7,165,jute
90,40,39,26,82,7,192,jute
82,35,44,27,78,6,170,jute
73,45,37,24,75,7,181,jute
85,53,38,25,74,7,154,jute
81,56,36,23,73,7,175,jute
84,55,38,27,80,7,173,jute
80,45,42,23,75,7,152,jute
76,54,45,24,78,6,185,jute
76,56,39,24,90,7,197,jute
81,40,45,26,81,6,175,jute
76,44,45,25,84,7,169,jute
69,47,40,25,76,6,184,jute
82,40,45,26,82,7,180,jute
69,57,35,24,79,6,186,jute
81,36,38,24,88,6,150,jute
67,60,38,25,79,7,162,jute
72,51,40,23,74,7,199,jute
65,39,45,24,71,7,184,jute
78,50,43,25,86,6,160,jute
77,52,41,24,83,6,168,jute
89,52,42,23,81,6,197,jute
62,49,37,24,83,7,166,jute
90,48,45,24,71,7,154,jute
66,47,36,25,74,7,176,jute
80,52,39,26,77,7,197,jute
89,52,45,25,77,7,196,jute
77,51,44,23,83,7,166,jute
94,37,41,25,87,6,179,jute
75,41,35,25,79,7,167,jute
60,55,36,26,80,7,151,jute
62,56,35,26,82,6,163,jute
84,40,42,26,73,7,187,jute
100,56,40,26,83,7,176,jute
75,56,44,25,74,6,168,jute
78,46,42,23,78,7,155,jute
82,48,36,26,82,6,193,jute
100,58,41,23,88,7,161,jute
88,50,40,26,80,7,182,jute
67,41,40,26,88,7,153,jute
72,42,43,27,81,6,181,jute
89,40,43,26,73,7,190,jute
89,57,43,27,73,7,177,jute
61,41,44,24,82,7,160,jute
79,45,43,26,79,7,187,jute
84,40,43,25,88,7,169,jute
98,43,35,25,76,7,189,jute
75,36,44,23,74,7,154,jute
89,58,35,24,82,6,167,jute
91,41,37,24,83,6,192,jute
77,48,36,26,84,7,155,jute
66,58,35,24,79,7,185,jute
62,59,41,24,75,7,192,jute
82,35,35,25,87,7,177,jute
61,41,35,25,79,7,196,jute
99,57,38,25,82,6,156,jute
70,42,43,23,77,7,157,jute
90,59,35,24,90,7,175,jute
73,43,42,27,78,6,155,jute
67,46,44,27,78,7,154,jute
84,37,42,26,81,7,170,jute
72,41,36,24,81,6,177,jute
71,56,37,23,86,6,176,jute
64,53,38,26,79,7,183,jute
65,54,39,24,71,7,160,jute
60,58,37,26,79,6,171,jute
86,39,43,26,71,6,193,jute
90,50,44,27,73,6,171,jute
91,38,36,27,77,7,158,jute
87,48,38,24,81,7,190,jute
72,41,36,27,87,6,153,jute
71,54,35,27,71,7,199,jute
82,46,41,23,80,7,187,jute
71,52,43,26,74,7,180,jute
80,43,43,24,74,6,173,jute
77,55,43,26,76,7,194,jute
95,57,41,23,74,6,185,jute
63,47,35,27,89,7,194,jute
93,43,38,24,86,7,150,jute
87,44,43,24,87,7,178,jute
88,52,39,24,88,7,155,jute
90,39,37,25,82,7,191,jute
90,39,43,24,82,7,191,jute
84,38,43,27,74,7,159,jute
91,21,26,26,57,7,192,coffee
107,21,26,26,55,7,145,coffee
83,38,35,26,53,7,137,coffee
108,24,31,24,56,6,147,coffee
116,28,34,23,60,6,122,coffee
116,23,25,23,52,7,139,coffee
109,31,27,23,50,7,165,coffee
89,25,34,23,64,7,130,coffee
118,18,32,28,51,6,123,coffee
111,32,34,25,69,6,171,coffee
84,36,28,27,56,6,141,coffee
85,33,25,26,53,7,189,coffee
99,15,27,27,57,7,166,coffee
81,30,31,25,52,7,135,coffee
95,39,29,27,56,7,149,coffee
81,34,30,25,62,7,135,coffee
80,15,28,23,68,7,162,coffee
104,20,26,27,53,7,176,coffee
109,29,28,23,61,7,194,coffee
100,32,26,25,58,6,124,coffee
100,24,28,26,58,7,196,coffee
83,21,28,26,60,7,190,coffee
120,23,28,26,51,7,196,coffee
104,26,30,24,63,6,149,coffee
108,33,31,24,67,7,145,coffee
91,25,26,25,67,7,181,coffee
86,26,27,27,53,6,192,coffee
98,18,27,28,68,7,167,coffee
111,27,31,24,55,6,191,coffee
84,39,35,23,52,7,117,coffee
98,27,27,25,51,7,198,coffee
118,21,34,24,65,7,120,coffee
103,27,31,27,52,7,126,coffee
82,24,33,27,67,7,121,coffee
86,31,35,27,61,6,191,coffee
88,35,35,28,58,7,118,coffee
84,27,29,23,53,7,168,coffee
120,40,33,24,54,7,115,coffee
106,40,30,23,64,7,123,coffee
113,21,33,26,56,7,177,coffee
117,34,25,25,57,7,124,coffee
80,30,25,26,66,7,148,coffee
88,21,27,24,66,7,182,coffee
113,33,34,26,62,7,153,coffee
87,23,28,26,62,7,194,coffee
113,15,29,27,64,7,190,coffee
98,29,30,26,61,6,199,coffee
97,29,27,28,54,7,140,coffee
85,35,32,26,54,7,133,coffee
82,29,35,27,52,6,156,coffee
103,33,25,27,56,7,140,coffee
112,17,28,28,61,7,197,coffee
99,19,33,28,56,6,131,coffee
120,20,34,24,51,7,130,coffee
114,27,28,25,58,7,193,coffee
100,40,35,28,54,7,178,coffee
108,35,25,24,61,7,162,coffee
115,31,30,24,67,7,122,coffee
87,28,30,26,69,7,169,coffee
82,24,26,24,54,6,184,coffee
94,26,27,26,52,7,177,coffee
87,28,35,27,57,7,152,coffee
118,40,35,26,59,7,122,coffee
87,38,29,25,58,7,156,coffee
92,40,30,23,55,6,172,coffee
97,22,26,24,60,6,185,coffee
99,40,32,24,70,7,163,coffee
89,28,33,26,54,7,175,coffee
112,39,29,26,63,7,148,coffee
111,28,26,28,64,7,193,coffee
114,20,26,26,63,7,194,coffee
117,26,30,28,68,7,115,coffee
111,29,31,26,52,6,161,coffee
119,30,28,26,65,7,164,coffee
116,40,33,25,54,7,130,coffee
95,37,35,27,68,6,192,coffee
86,40,33,26,52,7,136,coffee
117,37,32,23,67,7,163,coffee
105,18,35,24,68,7,172,coffee
109,23,25,25,68,7,195,coffee
80,18,31,24,59,7,135,coffee
101,31,26,27,70,7,159,coffee
103,33,33,27,51,7,127,coffee
93,26,27,25,56,7,138,coffee
104,35,28,28,51,7,144,coffee
116,36,25,28,59,6,157,coffee
107,38,29,27,58,6,145,coffee
101,33,33,27,62,7,143,coffee
107,31,31,23,53,7,153,coffee
99,16,30,24,65,6,186,coffee
103,40,30,27,55,6,141,coffee
118,31,34,28,63,6,181,coffee
106,21,35,26,57,7,189,coffee
116,38,34,23,50,6,183,coffee
97,35,26,25,54,6,166,coffee
107,34,32,27,66,7,178,coffee
99,15,27,27,57,6,128,coffee
118,33,30,24,67,6,173,coffee
117,32,34,26,52,7,127,coffee
104,18,30,24,60,7,141,coffee
